2024-08-12 20:08:17,528 INFO    StreamThr :12565 [internal.py:wandb_internal():85] W&B internal server running at pid: 12565, started at: 2024-08-12 20:08:17.527075
2024-08-12 20:08:17,530 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: status
2024-08-12 20:08:17,535 INFO    WriterThread:12565 [datastore.py:open_for_write():87] open: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/run-s7t3lqhb.wandb
2024-08-12 20:08:17,535 DEBUG   SenderThread:12565 [sender.py:send():391] send: header
2024-08-12 20:08:17,558 DEBUG   SenderThread:12565 [sender.py:send():391] send: run
2024-08-12 20:08:18,172 INFO    SenderThread:12565 [dir_watcher.py:__init__():211] watching files in: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files
2024-08-12 20:08:18,173 INFO    SenderThread:12565 [sender.py:_start_run_threads():1200] run started: s7t3lqhb with start time 1723460897.527688
2024-08-12 20:08:18,186 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: check_version
2024-08-12 20:08:18,186 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: check_version
2024-08-12 20:08:18,274 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: run_start
2024-08-12 20:08:18,285 DEBUG   HandlerThread:12565 [system_info.py:__init__():26] System info init
2024-08-12 20:08:18,285 DEBUG   HandlerThread:12565 [system_info.py:__init__():41] System info init done
2024-08-12 20:08:18,285 INFO    HandlerThread:12565 [system_monitor.py:start():194] Starting system monitor
2024-08-12 20:08:18,285 INFO    SystemMonitor:12565 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-12 20:08:18,285 INFO    HandlerThread:12565 [system_monitor.py:probe():214] Collecting system info
2024-08-12 20:08:18,288 INFO    SystemMonitor:12565 [interfaces.py:start():188] Started cpu monitoring
2024-08-12 20:08:18,292 INFO    SystemMonitor:12565 [interfaces.py:start():188] Started disk monitoring
2024-08-12 20:08:18,294 INFO    SystemMonitor:12565 [interfaces.py:start():188] Started gpuapple monitoring
2024-08-12 20:08:18,297 INFO    SystemMonitor:12565 [interfaces.py:start():188] Started memory monitoring
2024-08-12 20:08:18,298 INFO    SystemMonitor:12565 [interfaces.py:start():188] Started network monitoring
2024-08-12 20:08:18,740 DEBUG   HandlerThread:12565 [system_info.py:probe():152] Probing system
2024-08-12 20:08:18,744 DEBUG   HandlerThread:12565 [system_info.py:_probe_git():137] Probing git
2024-08-12 20:08:18,758 DEBUG   HandlerThread:12565 [system_info.py:_probe_git():145] Probing git done
2024-08-12 20:08:18,758 DEBUG   HandlerThread:12565 [system_info.py:probe():200] Probing system done
2024-08-12 20:08:18,758 DEBUG   HandlerThread:12565 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.9.10', 'heartbeatAt': '2024-08-12T11:08:18.740227', 'startedAt': '2024-08-12T11:08:17.517366', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/leeyujin/Documents/GitHub/coqui-training/train_glowtts.py', 'codePathLocal': 'train_glowtts.py', 'codePath': 'train_glowtts.py', 'git': {'remote': 'https://github.com/Sungshin-Entalk/coqui-training.git', 'commit': 'c48015d0955c184337636627b0c0a3c27407351f'}, 'email': '122020878+tootoo2201@users.noreply.github.com', 'root': '/Users/leeyujin/Documents/GitHub/coqui-training', 'host': 'iyujin-ui-MacBookPro.local', 'username': 'leeyujin', 'executable': '/Users/leeyujin/Documents/GitHub/coqui-training/venv/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.565635681152344}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-08-12 20:08:18,758 INFO    HandlerThread:12565 [system_monitor.py:probe():224] Finished collecting system info
2024-08-12 20:08:18,758 INFO    HandlerThread:12565 [system_monitor.py:probe():227] Publishing system info
2024-08-12 20:08:18,758 INFO    HandlerThread:12565 [system_monitor.py:probe():229] Finished publishing system info
2024-08-12 20:08:18,764 DEBUG   SenderThread:12565 [sender.py:send():391] send: files
2024-08-12 20:08:18,764 INFO    SenderThread:12565 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-12 20:08:18,885 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: python_packages
2024-08-12 20:08:18,886 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: python_packages
2024-08-12 20:08:18,886 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: stop_status
2024-08-12 20:08:18,886 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: stop_status
2024-08-12 20:08:18,887 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-12 20:08:19,176 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/wandb-metadata.json
2024-08-12 20:08:19,176 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/requirements.txt
2024-08-12 20:08:19,213 DEBUG   SenderThread:12565 [sender.py:send():391] send: telemetry
2024-08-12 20:08:19,480 DEBUG   SenderThread:12565 [sender.py:send():391] send: exit
2024-08-12 20:08:19,480 INFO    SenderThread:12565 [sender.py:send_exit():598] handling exit code: 1
2024-08-12 20:08:19,480 INFO    SenderThread:12565 [sender.py:send_exit():600] handling runtime: 1
2024-08-12 20:08:19,481 INFO    SenderThread:12565 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-12 20:08:19,481 INFO    SenderThread:12565 [sender.py:send_exit():606] send defer
2024-08-12 20:08:19,481 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,481 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-12 20:08:19,481 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,481 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 0
2024-08-12 20:08:19,481 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 1
2024-08-12 20:08:19,481 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,481 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-12 20:08:19,482 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,482 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 1
2024-08-12 20:08:19,482 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 2
2024-08-12 20:08:19,482 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,482 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-12 20:08:19,482 INFO    HandlerThread:12565 [system_monitor.py:finish():203] Stopping system monitor
2024-08-12 20:08:19,482 DEBUG   SystemMonitor:12565 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-12 20:08:19,482 INFO    HandlerThread:12565 [interfaces.py:finish():200] Joined cpu monitor
2024-08-12 20:08:19,482 DEBUG   SystemMonitor:12565 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-12 20:08:19,482 INFO    HandlerThread:12565 [interfaces.py:finish():200] Joined disk monitor
2024-08-12 20:08:19,482 DEBUG   SystemMonitor:12565 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-12 20:08:19,482 INFO    HandlerThread:12565 [interfaces.py:finish():200] Joined gpuapple monitor
2024-08-12 20:08:19,482 INFO    HandlerThread:12565 [interfaces.py:finish():200] Joined memory monitor
2024-08-12 20:08:19,483 INFO    HandlerThread:12565 [interfaces.py:finish():200] Joined network monitor
2024-08-12 20:08:19,483 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,483 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 2
2024-08-12 20:08:19,483 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 3
2024-08-12 20:08:19,483 DEBUG   SenderThread:12565 [sender.py:send():391] send: telemetry
2024-08-12 20:08:19,483 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,483 DEBUG   SenderThread:12565 [sender.py:send():391] send: stats
2024-08-12 20:08:19,483 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-12 20:08:19,483 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,483 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 3
2024-08-12 20:08:19,483 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 4
2024-08-12 20:08:19,483 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,483 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-12 20:08:19,483 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,483 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 4
2024-08-12 20:08:19,483 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 5
2024-08-12 20:08:19,483 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,483 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-12 20:08:19,484 DEBUG   SenderThread:12565 [sender.py:send():391] send: summary
2024-08-12 20:08:19,484 INFO    SenderThread:12565 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-12 20:08:19,484 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,484 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 5
2024-08-12 20:08:19,484 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 6
2024-08-12 20:08:19,484 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,484 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-12 20:08:19,484 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,484 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 6
2024-08-12 20:08:19,486 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: status_report
2024-08-12 20:08:19,556 INFO    wandb-upload_0:12565 [upload_job.py:push():130] Uploaded file /var/folders/5_/qj0dgxrx1rv80xmznbqyx1b40000gn/T/tmpf4ohgcwfwandb/e052zhtz-wandb-metadata.json
2024-08-12 20:08:19,741 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 7
2024-08-12 20:08:19,741 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:19,741 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-12 20:08:19,741 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:19,741 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 7
2024-08-12 20:08:20,180 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/config.yaml
2024-08-12 20:08:20,181 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/output.log
2024-08-12 20:08:20,181 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/wandb-summary.json
2024-08-12 20:08:20,487 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-12 20:08:22,192 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/output.log
2024-08-12 20:08:23,240 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 8
2024-08-12 20:08:23,241 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: poll_exit
2024-08-12 20:08:23,241 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:23,241 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 8
2024-08-12 20:08:23,242 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:23,242 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 8
2024-08-12 20:08:23,242 INFO    SenderThread:12565 [job_builder.py:build():440] Attempting to build job artifact
2024-08-12 20:08:23,242 INFO    SenderThread:12565 [job_builder.py:_get_source_type():569] is repo sourced job
2024-08-12 20:08:23,281 INFO    SenderThread:12565 [job_builder.py:build():545] adding wandb-job metadata file
2024-08-12 20:08:23,283 INFO    SenderThread:12565 [sender.py:transition_state():626] send defer: 9
2024-08-12 20:08:23,283 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: defer
2024-08-12 20:08:23,283 DEBUG   SenderThread:12565 [sender.py:send():391] send: artifact
2024-08-12 20:08:23,283 INFO    HandlerThread:12565 [handler.py:handle_request_defer():184] handle defer: 9
2024-08-12 20:08:23,505 DEBUG   HandlerThread:12565 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-12 20:08:24,199 INFO    Thread-12 :12565 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/output.log
2024-08-12 20:08:24,477 INFO    SenderThread:12565 [sender.py:send_artifact():1549] sent artifact job-https___github.com_Sungshin-Entalk_coqui-training.git_train_glowtts.py - {'id': 'QXJ0aWZhY3Q6MTE0MzcyNjE3Mw==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjM4NDU3NzIwNA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTE0MzcyNjE3Mw==', 'versionIndex': 2}}}
2024-08-12 20:08:24,477 DEBUG   SenderThread:12565 [sender.py:send_request():418] send_request: defer
2024-08-12 20:08:24,478 INFO    SenderThread:12565 [sender.py:send_request_defer():622] handle sender defer: 9
2024-08-12 20:08:24,478 INFO    SenderThread:12565 [dir_watcher.py:finish():358] shutting down directory watcher
2024-08-12 20:08:25,205 INFO    SenderThread:12565 [dir_watcher.py:finish():388] scan: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files
2024-08-12 20:08:25,205 INFO    SenderThread:12565 [dir_watcher.py:finish():402] scan save: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/requirements.txt requirements.txt
2024-08-12 20:08:25,205 INFO    SenderThread:12565 [dir_watcher.py:finish():402] scan save: /Users/leeyujin/Documents/GitHub/coqui-training/wandb/run-20240812_200817-s7t3lqhb/files/output.log output.log
